"Region","Station","Date","Daily Rainfall Total (mm)","Highest 30 min Rainfall (mm)","Highest 60 min Rainfall (mm)","Highest 120 min Rainfall (mm)","Mean Temperature (°C)","Maximum Temperature (°C)","Minimum Temperature (°C)","Mean Wind Speed (km/h)","Max Wind Speed (km/h)","Latitude","Longitude"
"North","Admiralty",2020-08-25,0,0,0,0,27.8,31.6,25.8,11.1,29.8,1.4439,103.7854
"North","Admiralty",2020-08-26,0.6,0.6,0.6,0.6,27.4,32.5,25.4,8.6,32.8,1.4439,103.7854
"North","Admiralty",2020-08-27,0,0,0,0,28.2,31.9,25.9,8.8,31.3,1.4439,103.7854
"North","Admiralty",2020-08-28,0,0,0,0,28.8,31.7,26.4,8.7,29.8,1.4439,103.7854
"North","Admiralty",2020-08-29,0.8,0.6,0.8,0.8,27.5,31.9,25.8,10.8,28.5,1.4439,103.7854
"North","Admiralty",2020-08-30,0,0,0,0,29.2,34,26.4,9.6,32,1.4439,103.7854
"North","Admiralty",2020-08-31,0,0,0,0,29.3,33.1,27,9.5,31.7,1.4439,103.7854
"North","Admiralty",2020-09-01,0,0,0,0,27.5,31.3,25.6,22.3,52.2,1.4439,103.7854
"North","Admiralty",2020-09-02,32.4,13.6,15.2,17.2,25.9,29.4,23.1,14.4,46.8,1.4439,103.7854
"North","Admiralty",2020-09-03,0.2,0.2,0.2,0.2,28.8,36,25.5,12.2,31.3,1.4439,103.7854
"North","Admiralty",2020-09-04,0.2,0.2,0.2,0.2,28.7,34.4,25.3,15.3,44.6,1.4439,103.7854
"North","Admiralty",2020-09-05,1.6,1.4,1.4,1.4,30.6,35.2,27.4,7.9,25.9,1.4439,103.7854
"North","Admiralty",2020-09-06,0,0,0,0,29.9,33.7,26.6,10,29.8,1.4439,103.7854
"North","Admiralty",2020-09-07,11.6,6.8,9,10.4,25.6,26.9,23,9.2,35.9,1.4439,103.7854
"North","Admiralty",2020-09-08,0,0,0,0,30.3,35.4,27.9,9.3,29.8,1.4439,103.7854
"North","Admiralty",2020-09-09,0.4,0.4,0.4,0.4,27.9,33.1,25.5,10.3,28.5,1.4439,103.7854
"North","Admiralty",2020-09-10,0,0,0,0,27.7,30.7,25.9,8.3,23,1.4439,103.7854
"North","Admiralty",2020-09-11,0,0,0,0,26.8,30.8,24.7,11.8,35.2,1.4439,103.7854
"North","Admiralty",2020-09-12,5.8,3.8,4.2,4.4,27.5,32.1,25.5,15,37.8,1.4439,103.7854
"North","Admiralty",2020-09-13,18,8.6,13.6,16,24.8,27.7,22.8,11.2,35.2,1.4439,103.7854
"North","Admiralty",2020-09-14,19.4,16.8,18.2,18.8,25.5,29.7,23.1,10.5,35.6,1.4439,103.7854
"North","Admiralty",2020-09-15,0,0,0,0,27.8,32.2,24.4,8.9,23,1.4439,103.7854
"North","Admiralty",2020-09-16,10.8,3.2,6,8.8,26.5,30.7,21.4,9.4,63,1.4439,103.7854
"North","Admiralty",2020-09-17,0,0,0,0,28.3,32.7,25.1,10.8,32.4,1.4439,103.7854
"North","Admiralty",2020-09-18,0,0,0,0,29.1,33.9,26.4,9.9,34.3,1.4439,103.7854
"North","Admiralty",2020-09-19,31.8,11.2,20.4,29,28.6,34.5,22.6,8.5,42,1.4439,103.7854
"North","Admiralty",2020-09-20,0.8,0.6,0.6,0.8,28.4,31.6,26.1,12.7,39.3,1.4439,103.7854
"North","Admiralty",2020-09-21,1.8,0.6,0.8,1.4,26.2,29.3,25,10.9,30.6,1.4439,103.7854
"North","Admiralty",2020-09-22,0.2,0.2,0.2,0.2,27.1,32.7,24.9,11.3,32.4,1.4439,103.7854
"North","Admiralty",2020-09-23,0,0,0,0,28.7,34.3,25.2,10.1,25.6,1.4439,103.7854
"North","Admiralty",2020-09-24,2.6,2.6,2.6,2.6,28.2,33,24.1,11.2,47.8,1.4439,103.7854
"North","Admiralty",2020-09-25,15.4,15.2,15.2,15.4,28.5,34.5,23.1,12.4,41.1,1.4439,103.7854
"North","Admiralty",2020-09-26,49.4,18.4,24.4,39,25.7,28.5,22.6,8.3,42.4,1.4439,103.7854
"North","Admiralty",2020-09-27,8.6,9.4,24.2,29.6,26.2,29.1,22.3,8.1,25.2,1.4439,103.7854
"North","Admiralty",2020-09-28,0,0,0,0,28.6,33.5,25.8,9.2,33.9,1.4439,103.7854
"North","Admiralty",2020-09-29,3.4,3.4,3.4,3.4,27.6,31.1,25.4,9.3,29.8,1.4439,103.7854
"North","Admiralty",2020-09-30,35.8,15.6,20.2,21.6,27.5,32.9,24.5,11,41.1,1.4439,103.7854
"North","Admiralty",2020-10-01,0.4,0.4,0.4,0.4,26.9,30.3,25.1,16.2,43.9,1.4439,103.7854
"North","Admiralty",2020-10-02,6.8,4,4.8,6.6,26.6,32.9,23.3,13,37.8,1.4439,103.7854
"North","Admiralty",2020-10-03,0,0,0,0,29.2,35.7,26.3,15.5,37.4,1.4439,103.7854
"North","Admiralty",2020-10-04,0,0,0,0,28.8,35.1,25.4,14.3,37.8,1.4439,103.7854
"North","Admiralty",2020-10-05,0.2,0.2,0.2,0.2,29.6,32.3,26.3,12.4,37.8,1.4439,103.7854
"North","Admiralty",2020-10-06,0,0,0,0,29,33.5,25.9,12.1,39.3,1.4439,103.7854
"North","Admiralty",2020-10-07,0,0,0,0.4,27.7,32,24.8,10.4,31.7,1.4439,103.7854
"North","Admiralty",2020-10-08,0,0,0,0,30.3,34.3,27.9,10,28.9,1.4439,103.7854
"North","Admiralty",2020-10-09,0.4,0.4,0.4,0.4,26.9,30.2,24.9,10.5,36.3,1.4439,103.7854
"North","Admiralty",2020-10-10,6.2,5.8,5.8,6.2,27.5,29.7,23.5,8.8,55,1.4439,103.7854
"North","Admiralty",2020-10-11,1.2,1,1,1.2,27,29.6,24.8,11,22.4,1.4439,103.7854
"North","Admiralty",2020-10-12,5.8,5.2,5.2,5.8,26.5,32.6,24.2,15.4,51.1,1.4439,103.7854
"North","Admiralty",2020-10-13,0,0,0,0,29.1,32.3,26.4,8.3,27.4,1.4439,103.7854
"North","Admiralty",2020-10-14,3.4,2.2,2.2,2.2,28.5,31.7,24.9,8.3,41.1,1.4439,103.7854
"North","Admiralty",2020-10-15,12.6,11.6,12.2,12.4,28.3,32.5,23.8,8.4,47.6,1.4439,103.7854
"North","Admiralty",2020-10-16,1,1,1,1,29.2,34,24.9,8.5,50,1.4439,103.7854
"North","Admiralty",2020-10-17,0,0,0,0,30.1,34.8,27.5,9.6,31.3,1.4439,103.7854
"North","Admiralty",2020-10-18,14,13.2,14,14,28.2,32.3,22.5,11,41.9,1.4439,103.7854
"North","Admiralty",2020-10-19,0,0,0,0,29.2,34.3,25.9,9.5,32,1.4439,103.7854
"North","Admiralty",2020-10-20,3.4,2.2,2.6,3.4,27.6,30.4,25.5,13.2,31.3,1.4439,103.7854
"North","Admiralty",2020-10-21,2.8,2.6,2.6,2.8,28.4,33.3,24.1,12.1,40.7,1.4439,103.7854
"North","Admiralty",2020-10-22,5.8,1.4,2.2,3,26.7,30,24,10.5,37.4,1.4439,103.7854
"North","Admiralty",2020-10-23,0,0,0,0,28.6,32.4,26.7,10.1,28.2,1.4439,103.7854
"North","Admiralty",2020-10-24,0.2,0.2,0.2,0.2,27.9,31.7,25.3,10.3,24.8,1.4439,103.7854
"North","Admiralty",2020-10-25,1.4,0.6,1,1.2,28,32.2,23.6,11,37.4,1.4439,103.7854
"North","Admiralty",2020-10-26,1.6,1,1.6,1.6,27.4,29.3,24.2,9.3,43.2,1.4439,103.7854
"North","Admiralty",2020-10-27,0,0,0,0,29.4,32.8,26.4,10,38.5,1.4439,103.7854
"North","Admiralty",2020-10-28,2.6,2.4,2.6,2.6,28,29.7,24.9,8.8,29.8,1.4439,103.7854
"North","Admiralty",2020-10-29,0,0,0,0,28.3,31.6,26.4,11,29.8,1.4439,103.7854
"North","Admiralty",2020-10-30,0,0,0,0,28.7,34.1,25.1,12.1,30.2,1.4439,103.7854
"North","Admiralty",2020-10-31,37.2,23.4,30.4,31.4,27.2,34.1,22.6,13.8,42.8,1.4439,103.7854
"North","Admiralty",2020-11-01,0,0,0,0,27.3,30.1,25.1,15.1,35.6,1.4439,103.7854
"North","Admiralty",2020-11-02,18.4,7,8,13.8,26.5,28.9,25,16.2,39.2,1.4439,103.7854
"North","Admiralty",2020-11-03,16,15,16,16,28.6,34.7,24.2,15.5,54.7,1.4439,103.7854
"North","Admiralty",2020-11-04,0.4,0.4,0.4,0.4,28.7,33.4,26.8,16.3,39.6,1.4439,103.7854
"North","Admiralty",2020-11-05,1.2,0.6,1,1.2,29.1,32.8,25.9,11,35.9,1.4439,103.7854
"North","Admiralty",2020-11-06,1.2,1.2,1.2,1.2,28.3,33.5,25.2,12.1,37,1.4439,103.7854
"North","Admiralty",2020-11-07,0.4,0.4,0.4,0.4,27.7,31.6,26,10.7,28.5,1.4439,103.7854
"North","Admiralty",2020-11-08,0,0,0,0,29.8,34,28.2,9.6,31.7,1.4439,103.7854
"North","Admiralty",2020-11-09,4.2,3.6,3.6,3.6,27.6,31.7,24.1,9.1,33.2,1.4439,103.7854
"North","Admiralty",2020-11-10,4.8,2.2,3,4.2,27.5,31.8,23.9,8.8,37,1.4439,103.7854
"North","Admiralty",2020-11-11,0,0,0,0,28.9,33.2,25.3,11,31.7,1.4439,103.7854
"North","Admiralty",2020-11-12,0,0,0,0,27.4,31.5,24.4,14,39.3,1.4439,103.7854
"North","Admiralty",2020-11-13,0,0,0,0,28.9,33.3,26.2,18,41.5,1.4439,103.7854
"North","Admiralty",2020-11-14,38.4,26.2,33,38.2,27.2,32.1,23.5,15.1,53.7,1.4439,103.7854
"North","Admiralty",2020-11-15,92.6,40.4,67.4,79,26.6,32.3,23.3,15.6,51.5,1.4439,103.7854
"North","Admiralty",2020-11-16,4.2,1.4,2.2,3,27.4,32,24.6,16.7,59.4,1.4439,103.7854
"North","Admiralty",2020-11-17,8.6,4.6,5,7.6,26.5,32.3,24.5,14.2,34.3,1.4439,103.7854
"North","Admiralty",2020-11-18,0,0,0,0,28,33.9,24.5,11.3,35.6,1.4439,103.7854
"North","Admiralty",2020-11-19,6.2,5.4,5.6,6,26.9,31.6,24.5,11.6,39.3,1.4439,103.7854
"North","Admiralty",2020-11-20,2.4,1.8,2,2,26.8,33.5,24.4,10.6,51.9,1.4439,103.7854
"North","Admiralty",2020-11-21,38.8,16.2,26.2,30,26.1,33.6,23.7,11.3,43.2,1.4439,103.7854
"North","Admiralty",2020-11-22,25,12.4,15.2,19.4,25.7,32.1,23.5,10.8,70.2,1.4439,103.7854
"North","Admiralty",2020-11-23,0.2,0.2,0.2,0.2,25.8,29.4,24.3,11.8,35.9,1.4439,103.7854
"North","Admiralty",2020-11-24,0,0,0,0,25.5,27.8,24.4,11.7,30.2,1.4439,103.7854
"North","Admiralty",2020-11-25,0.4,0.4,0.4,0.4,26.3,29.6,24.2,14.3,30.6,1.4439,103.7854
"North","Admiralty",2020-11-26,1.8,0.6,0.8,1.4,26,28.3,24.8,13.7,29.8,1.4439,103.7854
"North","Admiralty",2020-11-27,0,0,0,0,27.4,31.3,25.2,16.4,35,1.4439,103.7854
"North","Admiralty",2020-11-28,4.6,4.2,4.6,4.6,26.3,28.9,22.6,11.9,43.5,1.4439,103.7854
"North","Admiralty",2020-11-29,0,0,0,0,27.5,32.3,24.7,13.5,34.6,1.4439,103.7854
"North","Admiralty",2020-11-30,0,0,0,0,27.7,31.5,26,14.1,27.4,1.4439,103.7854
"North","Admiralty",2020-12-01,0,0,0,0,27.7,32.4,25.1,15.1,38.5,1.4439,103.7854
"North","Admiralty",2020-12-02,3.2,3.2,3.2,3.2,27.5,31.7,25,17.3,40.7,1.4439,103.7854
"North","Admiralty",2020-12-03,0,0,0,0,28.5,33.3,25.6,19.4,49,1.4439,103.7854
"North","Admiralty",2020-12-04,0,0,0,0,28.7,33,26.6,16.2,36.3,1.4439,103.7854
"North","Admiralty",2020-12-05,0,0,0,0,30,34.7,28.3,12.6,37.8,1.4439,103.7854
"North","Admiralty",2020-12-06,1.6,1.6,1.6,1.6,28.5,32,26.9,9.3,34.6,1.4439,103.7854
"North","Admiralty",2020-12-07,5,5,5,5,28.1,31.9,24.1,8.8,25.6,1.4439,103.7854
"North","Admiralty",2020-12-08,12.6,4.8,7.6,8.6,27,29.3,23.4,12.5,40.7,1.4439,103.7854
"North","Admiralty",2020-12-09,8.2,3,4.4,7,25.9,28.1,24.4,9.6,26.3,1.4439,103.7854
"North","Admiralty",2020-12-10,0,0,0,0,28.3,31,26.8,9.1,31.3,1.4439,103.7854
"North","Admiralty",2020-12-11,0,0,0,0,29.5,34.1,27.2,16.2,39.3,1.4439,103.7854
"North","Admiralty",2020-12-12,20.4,16.2,16.4,16.8,26.2,32,22.6,13.5,38.5,1.4439,103.7854
"North","Admiralty",2020-12-13,0.6,0.2,0.2,0.4,26.8,30.7,23.6,11.5,32.4,1.4439,103.7854
"North","Admiralty",2020-12-14,12.6,3.4,4.4,6.8,26.3,32.5,23.7,13.1,42,1.4439,103.7854
"North","Admiralty",2020-12-15,7.2,3.2,3.2,5.2,26,31.5,24.2,12.4,45.7,1.4439,103.7854
"North","Admiralty",2020-12-16,6,3.4,3.4,3.4,25.7,29.1,24.4,12.1,39.6,1.4439,103.7854
"North","Admiralty",2020-12-17,0,0,0,0,26.5,31.3,24.1,13.6,35.6,1.4439,103.7854
"North","Admiralty",2020-12-18,5.2,1.6,2.6,3.4,25,26.5,22.5,12.2,40.4,1.4439,103.7854
"North","Admiralty",2020-12-19,0,0,0,0,NA,NA,NA,NA,NA,1.4439,103.7854
"North","Admiralty",2020-12-20,0.4,0.4,0.4,0.4,26.6,31,24.1,17.9,50.4,1.4439,103.7854
"North","Admiralty",2020-12-21,0,0,0,0,27.1,30.1,24.9,16.2,40,1.4439,103.7854
"North","Admiralty",2020-12-22,1.6,1.6,1.6,1.6,27.4,32.4,24.9,16.4,40.7,1.4439,103.7854
"North","Admiralty",2020-12-23,0,0,0,0,27.7,32.8,25.2,15,41.9,1.4439,103.7854
"North","Admiralty",2020-12-24,0,0,0,0,26.8,30.2,25.1,12,37.4,1.4439,103.7854
"North","Admiralty",2020-12-25,0,0,0,0,28.4,35.1,25.8,16.8,45.7,1.4439,103.7854
"North","Admiralty",2020-12-26,41.8,21.8,26.8,31.2,26.9,32,22.5,19,43.2,1.4439,103.7854
"North","Admiralty",2020-12-27,45.2,30.4,39.8,44.2,26.3,31.8,22.9,15.3,37,1.4439,103.7854
"North","Admiralty",2020-12-28,0,0,0,0,27.5,31.3,25.1,21.5,43.5,1.4439,103.7854
"North","Admiralty",2020-12-29,8,6.4,7.8,8,26.2,31.2,24.1,15.4,35.6,1.4439,103.7854
"North","Admiralty",2020-12-30,0,0,0,0,27.4,31.5,24.7,18.9,48.2,1.4439,103.7854
"North","Admiralty",2020-12-31,0.6,0.4,0.4,0.4,26.8,31.9,24.6,18.2,47.6,1.4439,103.7854
"North","Admiralty",2021-01-01,63.2,17.8,24,31.8,24,25.8,21.4,14.9,50,1.4439,103.7854
"North","Admiralty",2021-01-02,0,0,0,0,26.5,30,24.5,22.9,54.8,1.4439,103.7854
"North","Admiralty",2021-01-03,0,0,0,0,28,34,25,20.4,41.9,1.4439,103.7854
"North","Admiralty",2021-01-04,0,0,0,0,29.6,32.8,26.7,12.1,43.5,1.4439,103.7854
"North","Admiralty",2021-01-05,0.4,0.4,0.4,0.4,27.8,32,24.6,18.3,43.9,1.4439,103.7854
"North","Admiralty",2021-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4439,103.7854
"North","Admiralty",2021-01-07,0.2,0.2,0.2,0.2,29.3,32.6,26.9,10.9,29.1,1.4439,103.7854
"North","Admiralty",2021-01-08,18.4,9.8,10.4,17,27.3,31.2,22.5,9.7,40.7,1.4439,103.7854
"North","Admiralty",2021-01-09,4,3.8,3.8,3.8,27.6,31.4,24.9,8.8,45.7,1.4439,103.7854
"North","Admiralty",2021-01-10,35,13.2,21.8,25.2,26.6,31,22.5,8.8,46.1,1.4439,103.7854
"North","Admiralty",2021-01-11,9,8.2,8.2,9,26.2,30.7,24.7,12,34.3,1.4439,103.7854
"North","Admiralty",2021-01-12,0,0,0,0,29.9,34.4,26.4,13.6,42,1.4439,103.7854
"North","Admiralty",2021-01-13,0.6,0.6,0.6,0.6,24.8,27,23.4,21.5,57.6,1.4439,103.7854
"North","Admiralty",2021-01-14,0,0,0,0,25.6,28.7,23.2,20.6,46.5,1.4439,103.7854
"North","Admiralty",2021-01-15,0,0,0,0,26.6,31.1,24.2,22.6,43.5,1.4439,103.7854
"North","Admiralty",2021-01-16,0,0,0,0,26.7,30.7,24.5,23.1,44.6,1.4439,103.7854
"North","Admiralty",2021-01-17,0,0,0,0,26.8,29.9,24.5,25.8,55.4,1.4439,103.7854
"North","Admiralty",2021-01-18,0,0,0,0,26,28.3,24.5,28.8,68.3,1.4439,103.7854
"North","Admiralty",2021-01-19,0,0,0,0,26,29.2,23.9,22.9,48.9,1.4439,103.7854
"North","Admiralty",2021-01-20,0,0,0,0,26,29.1,23.8,21,44.3,1.4439,103.7854
"North","Admiralty",2021-01-21,19.4,12,15,19.4,25.8,30.4,23.4,19.8,43.5,1.4439,103.7854
"North","Admiralty",2021-01-22,0.2,0.2,0.2,0.2,25.8,30.7,23.6,19.1,43.2,1.4439,103.7854
"North","Admiralty",2021-01-23,31.8,30.8,31.6,31.8,25.9,31.2,23.4,19.9,44.6,1.4439,103.7854
"North","Admiralty",2021-01-24,0.4,0.2,0.2,0.2,26.2,31.7,23.4,20.4,44.6,1.4439,103.7854
"North","Admiralty",2021-01-25,15,13.4,14.6,14.6,26.4,31.8,24.4,19.7,42,1.4439,103.7854
"North","Admiralty",2021-01-26,0,0,0,0,26.8,31.6,24.3,20.4,42.4,1.4439,103.7854
"North","Admiralty",2021-01-27,0.2,0.2,0.2,0.2,26.4,29.9,24,19.9,42.8,1.4439,103.7854
"North","Admiralty",2021-01-28,2.4,2.2,2.4,2.4,25.9,29.7,24.1,21.7,52.2,1.4439,103.7854
"North","Admiralty",2021-01-29,0,0,0,0,26.5,30.4,23.8,23.6,49.3,1.4439,103.7854
"North","Admiralty",2021-01-30,0,0,0,0,26.5,30.5,24.2,24.5,58,1.4439,103.7854
"North","Admiralty",2021-01-31,0.2,0.2,0.2,0.2,26.2,29.1,23.9,22.8,51.9,1.4439,103.7854
"North","Admiralty",2021-02-01,122.8,16.2,23.4,32.6,22.8,24.4,21.4,12.3,46.1,1.4439,103.7854
"North","Admiralty",2021-02-02,0,0,0,0,26.7,29.6,25,22.7,54.4,1.4439,103.7854
"North","Admiralty",2021-02-03,0,0,0,0,27.9,33.1,24.5,23.1,48.9,1.4439,103.7854
"North","Admiralty",2021-02-04,54.6,40.6,47,54.4,28.9,35.8,23.6,14.2,55,1.4439,103.7854
"North","Admiralty",2021-02-05,0,0.2,0.4,0.4,29.1,33.4,25.4,20,44.3,1.4439,103.7854
"North","Admiralty",2021-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4439,103.7854
"North","Admiralty",2021-02-07,15.4,11,15,15.4,28.2,32.3,25,13.3,28.2,1.4439,103.7854
"North","Admiralty",2021-02-08,0.2,0.2,0.2,0.2,28,31,26.1,10.9,32,1.4439,103.7854
"North","Admiralty",2021-02-09,52.8,18.4,33.8,43.6,25.5,28.4,22.6,9.9,45.7,1.4439,103.7854
"North","Admiralty",2021-02-10,0.4,0.2,0.4,0.4,26.2,29.5,23,13.9,43.5,1.4439,103.7854
"North","Admiralty",2021-02-11,47.8,28.2,41.8,45.2,25.9,31.4,23.5,12.7,58.3,1.4439,103.7854
"North","Admiralty",2021-02-12,10.2,8.4,8.6,8.6,25.7,28.3,22.4,17.5,50.4,1.4439,103.7854
"North","Admiralty",2021-02-13,0,0,0,0,27,31.5,24.8,24.3,47.6,1.4439,103.7854
"North","Admiralty",2021-02-14,0,0,0,0,26.6,31.2,24.8,25.8,50.7,1.4439,103.7854
"North","Admiralty",2021-02-15,0,0,0,0,26.6,30.7,24.2,25.9,52.2,1.4439,103.7854
"North","Admiralty",2021-02-16,0,0,0,0,26.4,30.5,23.6,24.2,46.5,1.4439,103.7854
"North","Admiralty",2021-02-17,0,0,0,0,26.5,31.3,23.4,23.7,43.5,1.4439,103.7854
"North","Admiralty",2021-02-18,0,0,0,0,26.4,31,23.2,26.6,58,1.4439,103.7854
"North","Admiralty",2021-02-19,0,0,0,0,26.4,29.7,24.1,27.4,58.3,1.4439,103.7854
"North","Admiralty",2021-02-20,0,0,0,0,26.4,30.1,24.1,27.7,56.9,1.4439,103.7854
"North","Admiralty",2021-02-21,0,0,0,0,26.3,30.7,24,26.1,51.5,1.4439,103.7854
"North","Admiralty",2021-02-22,0,0,0,0,26.8,32.1,23.8,23.1,48.2,1.4439,103.7854
"North","Admiralty",2021-02-23,0,0,0,0,26.6,32.9,23.4,22,48.2,1.4439,103.7854
"North","Admiralty",2021-02-24,4.4,4.2,4.2,4.2,26.2,31,23.7,20.2,41.1,1.4439,103.7854
"North","Admiralty",2021-02-25,0.8,0.8,0.8,0.8,27.4,32.7,24.1,18.6,45.4,1.4439,103.7854
"North","Admiralty",2021-02-26,0,0,0,0,27.9,34.6,24.1,16.4,36.7,1.4439,103.7854
"North","Admiralty",2021-02-27,0,0,0,0,28.5,35.3,25.4,16.5,44.6,1.4439,103.7854
"North","Admiralty",2021-02-28,0.4,0.4,0.4,0.4,27.8,34.9,24.6,19.3,38.5,1.4439,103.7854
"North","Admiralty",2021-03-01,2,1,1.4,1.6,23.7,25.7,22.9,13,27.8,1.4439,103.7854
"North","Admiralty",2021-03-02,0,0,0,0,26.6,30.6,24.6,23.3,53.7,1.4439,103.7854
"North","Admiralty",2021-03-03,0,0,0,0,28.3,33.2,25.1,23.5,45.7,1.4439,103.7854
"North","Admiralty",2021-03-04,1.6,1.4,1.6,1.6,27.8,35,25.6,14.8,42.4,1.4439,103.7854
"North","Admiralty",2021-03-05,0,0,0,0,29.3,33.2,26.1,18.6,45.7,1.4439,103.7854
"North","Admiralty",2021-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4439,103.7854
"North","Admiralty",2021-03-07,0.2,0.2,0.2,0.2,28.1,32.2,25.5,12.3,36.3,1.4439,103.7854
"North","Admiralty",2021-03-08,6.4,5.4,5.8,6,28.5,33.1,22.3,11.2,42.4,1.4439,103.7854
"North","Admiralty",2021-03-09,0.4,0.4,0.4,0.4,28,31.8,24.9,12.7,28.5,1.4439,103.7854
"North","Admiralty",2021-03-10,0.2,0.2,0.2,0.2,28,33.4,24.9,13.7,76.3,1.4439,103.7854
"North","Admiralty",2021-03-11,6.2,5.4,5.4,5.6,26.5,31,24.2,13.5,39.3,1.4439,103.7854
"North","Admiralty",2021-03-12,0,0,0,0,26.6,30.2,24.1,19.1,55,1.4439,103.7854
"North","Admiralty",2021-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4439,103.7854
"North","Admiralty",2021-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4439,103.7854
"North","Admiralty",2021-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4439,103.7854
"North","Admiralty",2021-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4439,103.7854
"North","Admiralty",2021-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4439,103.7854
"North","Admiralty",2021-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4439,103.7854
"North","Admiralty",2021-03-19,0,NA,NA,NA,NA,NA,NA,NA,NA,1.4439,103.7854
"North","Admiralty",2021-03-20,0.8,0.4,0.8,0.8,27.7,33.1,25.8,17.9,35,1.4439,103.7854
"North","Admiralty",2021-03-21,0,0,0,0,28.2,35.3,25.4,16.4,35.2,1.4439,103.7854
"North","Admiralty",2021-03-22,0,0,0,0,28.1,33.3,25.3,21.5,62.6,1.4439,103.7854
"North","Admiralty",2021-03-23,12.2,10.4,10.4,10.4,27.1,32.5,23.5,18.4,55,1.4439,103.7854
"North","Admiralty",2021-03-24,16.8,11.4,11.6,11.8,25.4,31.2,24.2,13.7,46.5,1.4439,103.7854
"North","Admiralty",2021-03-25,0,0,0,0,25.9,28.2,24.2,18.4,46.1,1.4439,103.7854
"North","Admiralty",2021-03-26,0,0,0,0,28,33.2,25.5,20.3,45,1.4439,103.7854
"North","Admiralty",2021-03-27,5.2,1.8,3,4.4,26.4,31.5,23.8,16.1,38.2,1.4439,103.7854
"North","Admiralty",2021-03-28,8.8,8.8,8.8,8.8,28.2,33.5,24.3,13.5,32.4,1.4439,103.7854
"North","Admiralty",2021-03-29,29.2,20.4,24,27.6,26.5,32,23.4,13.8,35.6,1.4439,103.7854
"North","Admiralty",2021-03-30,0.2,0.2,0.2,0.2,27.7,34,24.5,14.2,42.8,1.4439,103.7854
"North","Admiralty",2021-03-31,2.8,1.6,2.4,2.8,28.4,32.5,24.1,12.8,42.8,1.4439,103.7854
"North","Admiralty",2021-04-01,0.2,0.2,0.2,0.2,25,27.7,22.7,15.3,30.9,1.4439,103.7854
"North","Admiralty",2021-04-02,0,0,0,0,26.5,30.7,23.8,24.1,51.9,1.4439,103.7854
"North","Admiralty",2021-04-03,0,0,0,0,28.1,32.9,25.6,23.7,52.6,1.4439,103.7854
"North","Admiralty",2021-04-04,4.4,2.2,2.4,2.4,27.6,31,24.4,13.3,41.5,1.4439,103.7854
"North","Admiralty",2021-04-05,0,0,0,0,28.6,33.3,26.2,15.1,41.5,1.4439,103.7854
"North","Admiralty",2021-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4439,103.7854
"North","Admiralty",2021-04-07,16.8,12.6,15,15.8,26.2,28.4,23.5,9.5,30.2,1.4439,103.7854
"North","Admiralty",2021-04-08,4.4,3.4,4.4,4.4,27.1,29.4,23,10.3,54.1,1.4439,103.7854
"North","Admiralty",2021-04-09,35.4,28.8,34,35.4,27.9,33.4,22.3,13.5,58.7,1.4439,103.7854
"North","Admiralty",2021-04-10,0,0,0,0,28.8,33.6,25.5,12.9,27.8,1.4439,103.7854
"North","Admiralty",2021-04-11,43,27.8,37,42.6,26.6,33.5,23.4,13.4,38.2,1.4439,103.7854
"North","Admiralty",2021-04-12,0,0,0,0,26.9,29.8,24.9,20.2,51.1,1.4439,103.7854
"North","Admiralty",2021-04-13,2.4,2.2,2.2,2.2,28.2,32.5,24.7,17.5,45,1.4439,103.7854
"North","Admiralty",2021-04-14,1.2,1.2,1.2,1.2,28.4,34.6,25.5,12.2,36.3,1.4439,103.7854
"North","Admiralty",2021-04-15,26,10.4,14.2,20.4,26,32.1,23.7,12.7,47.6,1.4439,103.7854
"North","Admiralty",2021-04-16,0,0,0,0,27.2,31.3,24.3,12.2,28.9,1.4439,103.7854
"North","Admiralty",2021-04-17,53,20,27,36,25,30.7,22.5,12.5,58.7,1.4439,103.7854
"North","Admiralty",2021-04-18,14.6,13.4,14.4,14.4,27,36,22.6,11.9,33.9,1.4439,103.7854
"North","Admiralty",2021-04-19,17.6,17.2,17.6,17.6,27.1,32.4,23.2,11.8,33.5,1.4439,103.7854
"North","Admiralty",2021-04-20,0,0,0,0,28.6,33.4,25.1,13.3,37.4,1.4439,103.7854
"North","Admiralty",2021-04-21,0,0,0,0,28.5,33.9,26.5,12.3,37,1.4439,103.7854
"North","Admiralty",2021-04-22,10.6,3.4,5.8,7.4,26.5,30.4,23.9,11.2,35.9,1.4439,103.7854
"North","Admiralty",2021-04-23,0,0,0,0,27.9,31.2,24.5,10.5,37.8,1.4439,103.7854
"North","Admiralty",2021-04-24,7.4,2.2,4,5.4,26.2,28.6,23.5,10.6,52.6,1.4439,103.7854
