"Region","Station","Date","Daily Rainfall Total (mm)","Highest 30 min Rainfall (mm)","Highest 60 min Rainfall (mm)","Highest 120 min Rainfall (mm)","Mean Temperature (°C)","Maximum Temperature (°C)","Minimum Temperature (°C)","Mean Wind Speed (km/h)","Max Wind Speed (km/h)","Latitude","Longitude"
"West","Jurong Island",2021-05-17,43,30,31.2,31.2,28.5,30.9,24.9,10.1,38.2,1.2542,103.6741
"West","Jurong Island",2021-05-18,4.6,4.8,31.8,32,27.3,29.3,25.1,9,28.5,1.2542,103.6741
"West","Jurong Island",2021-05-19,0,0,0,0,28.3,29.8,26.9,6.3,19.4,1.2542,103.6741
"West","Jurong Island",2021-05-20,0,0,0,0,29.2,32,27.1,7.4,25.9,1.2542,103.6741
"West","Jurong Island",2021-05-21,0,0,0,0,28.6,31.3,26.7,7.9,29.1,1.2542,103.6741
"West","Jurong Island",2021-05-22,0.4,0.4,0.4,0.4,27.6,29.4,25.9,9.8,38.9,1.2542,103.6741
"West","Jurong Island",2021-05-23,0,0,0,0,29.6,32.6,27.5,10.6,28.9,1.2542,103.6741
"West","Jurong Island",2021-05-24,0,0,0,0,30.2,32.8,28.3,12,38.5,1.2542,103.6741
"West","Jurong Island",2021-05-25,0,0,0,0,30.3,32.7,28.7,14.3,35.6,1.2542,103.6741
"West","Jurong Island",2021-05-26,0,0,0,0,29.9,32.1,28.8,13.6,32.4,1.2542,103.6741
"West","Jurong Island",2021-05-27,8.8,8,8.2,8.8,29,31,26.9,9.7,28.9,1.2542,103.6741
"West","Jurong Island",2021-05-28,0,0,0,0,28.8,32,26.4,7.4,29.1,1.2542,103.6741
"West","Jurong Island",2021-05-29,27.8,9.8,13,17.6,27.8,30.1,24.3,10,35.6,1.2542,103.6741
"West","Jurong Island",2021-05-30,0,0,0,0,29.3,31.4,28.1,9.9,35.2,1.2542,103.6741
"West","Jurong Island",2021-05-31,17.8,11.2,14.8,16,28.5,31.7,24.3,8.3,35,1.2542,103.6741
"West","Jurong Island",2021-06-01,0,0,0,0,27.4,30.1,25.8,8.3,35.9,1.2542,103.6741
"West","Jurong Island",2021-06-02,0,0,0,0,28.5,33.2,25.8,8.5,33.9,1.2542,103.6741
"West","Jurong Island",2021-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2542,103.6741
"West","Jurong Island",2021-06-04,17.6,16.8,17.4,17.4,28,31.9,24.5,6.5,28.2,1.2542,103.6741
"West","Jurong Island",2021-06-05,2.2,1,1,1.2,27.6,29.7,26.3,6.6,27.4,1.2542,103.6741
"West","Jurong Island",2021-06-06,0,0,0,0,29.7,32.7,27.6,8.7,29.1,1.2542,103.6741
"West","Jurong Island",2021-06-07,9.8,9.8,9.8,9.8,28.4,30.7,25,NA,34.3,1.2542,103.6741
"West","Jurong Island",2021-06-08,0,0,0,0,29.6,31.9,28.1,11.8,44.3,1.2542,103.6741
"West","Jurong Island",2021-06-09,26.6,23.4,26.6,26.6,27.8,31.4,23.4,8.7,33.9,1.2542,103.6741
"West","Jurong Island",2021-06-10,0,0,0,0,29.9,32.5,28.1,9.9,28.5,1.2542,103.6741
"West","Jurong Island",2021-06-11,0,0,0,0,29,32.6,25.8,8.2,27.8,1.2542,103.6741
"West","Jurong Island",2021-06-12,0,0,0,0,28.2,31.3,26.2,11.7,33.5,1.2542,103.6741
"West","Jurong Island",2021-06-13,21.8,16,20.2,21.6,28.5,30.9,24.2,10.3,47.8,1.2542,103.6741
"West","Jurong Island",2021-06-14,0,0,0,0,29.3,32.2,27.8,8.4,35,1.2542,103.6741
"West","Jurong Island",2021-06-15,3.2,1.4,1.8,3.2,27.9,31.5,25.6,8.1,35,1.2542,103.6741
"West","Jurong Island",2021-06-16,0,0,0,0,28.3,30.9,25.8,8.5,39.6,1.2542,103.6741
"West","Jurong Island",2021-06-17,0,0,0,0,29.4,32.1,27.8,9.4,35,1.2542,103.6741
"West","Jurong Island",2021-06-18,5,1.2,1.4,2,27.2,28.5,25.2,8.4,50,1.2542,103.6741
"West","Jurong Island",2021-06-19,0,0,0,0,28.8,31.7,27.2,8.1,27,1.2542,103.6741
"West","Jurong Island",2021-06-20,5.4,3.4,4.4,4.4,28.3,31.9,24,9.1,37.4,1.2542,103.6741
"West","Jurong Island",2021-06-21,0,0,0,0.4,29,33,25.5,8.3,29.1,1.2542,103.6741
"West","Jurong Island",2021-06-22,2.2,2.2,2.2,2.2,28.7,31.2,25.1,8,35.6,1.2542,103.6741
"West","Jurong Island",2021-06-23,0,0,0,0,29.4,32.9,25.1,7.7,25.2,1.2542,103.6741
"West","Jurong Island",2021-06-24,0.6,0.4,0.6,0.6,29.1,31.9,25.5,9.4,37.4,1.2542,103.6741
"West","Jurong Island",2021-06-25,17.8,15,17.2,17.8,28.5,32,24,7.5,32.4,1.2542,103.6741
"West","Jurong Island",2021-06-26,9.6,8.2,8.4,9.2,28.4,31.1,24,7.4,33.5,1.2542,103.6741
"West","Jurong Island",2021-06-27,2.2,1.8,1.8,2,27.9,29.1,26.9,9.3,32,1.2542,103.6741
"West","Jurong Island",2021-06-28,0,0,0,0,29.2,32.3,27.4,8.2,28.2,1.2542,103.6741
"West","Jurong Island",2021-06-29,30.6,22.2,27.6,27.6,28,30.9,23.4,7.3,49.6,1.2542,103.6741
"West","Jurong Island",2021-06-30,0.2,0.4,0.6,2.2,28.1,31.7,24.8,9.5,29.1,1.2542,103.6741
"West","Jurong Island",2021-07-01,0,0,0,0,25.6,26.4,24.6,7.4,29.4,1.2542,103.6741
"West","Jurong Island",2021-07-02,0,0,0,0,28.4,34.2,25.6,8.3,34.3,1.2542,103.6741
"West","Jurong Island",2021-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2542,103.6741
"West","Jurong Island",2021-07-04,0,0,0,0,29,33.5,24.8,7.9,46.9,1.2542,103.6741
"West","Jurong Island",2021-07-05,7.2,3.4,3.6,3.8,28.2,30.9,25.7,6,36.3,1.2542,103.6741
"West","Jurong Island",2021-07-06,0,0,0,0,29.8,32,28.6,11.6,44.3,1.2542,103.6741
"West","Jurong Island",2021-07-07,0,0,0,0,28.6,30.6,27.4,8,27.8,1.2542,103.6741
"West","Jurong Island",2021-07-08,0,0,0,0,29.4,31.8,28.4,12.5,36.7,1.2542,103.6741
"West","Jurong Island",2021-07-09,8,7.8,7.8,7.8,27.7,31.2,24.4,7.8,35.6,1.2542,103.6741
"West","Jurong Island",2021-07-10,0,0,0,0,29.7,32.6,27.5,9.8,32.8,1.2542,103.6741
"West","Jurong Island",2021-07-11,0.6,0.4,0.4,0.6,28.4,30.1,26.9,9.1,26.3,1.2542,103.6741
"West","Jurong Island",2021-07-12,0,0,0,0,28.9,33.2,26.3,12,40.4,1.2542,103.6741
"West","Jurong Island",2021-07-13,6,1.8,2.8,3.8,25.8,28.6,24.4,10.3,43.9,1.2542,103.6741
"West","Jurong Island",2021-07-14,0,0,0,0,28,29,26.9,8.9,42.8,1.2542,103.6741
"West","Jurong Island",2021-07-15,0,0,0,0,28.8,31.3,26.5,10.2,36.7,1.2542,103.6741
"West","Jurong Island",2021-07-16,0,0,0,0,29.5,32.2,28.2,12.9,34.6,1.2542,103.6741
"West","Jurong Island",2021-07-17,0,0,0,0,29.3,31.8,27.7,12.1,35.9,1.2542,103.6741
"West","Jurong Island",2021-07-18,0,0,0,0,29.4,31.6,27.7,10.4,35.9,1.2542,103.6741
"West","Jurong Island",2021-07-19,0,0,0,0,28.6,31.1,26.4,9.4,46.5,1.2542,103.6741
"West","Jurong Island",2021-07-20,0,0,0,0,29.6,32,27.9,9.1,28.5,1.2542,103.6741
"West","Jurong Island",2021-07-21,0,0,0,0,29.6,32,27.9,11.9,37.8,1.2542,103.6741
"West","Jurong Island",2021-07-22,0,0,0,0,29.8,32.1,27.9,11.5,39.3,1.2542,103.6741
"West","Jurong Island",2021-07-23,1.6,1.6,1.6,1.6,29,32.7,24.4,10.4,52.2,1.2542,103.6741
"West","Jurong Island",2021-07-24,0,0,0,0,29.2,31.8,27.5,10.7,41.5,1.2542,103.6741
"West","Jurong Island",2021-07-25,0,0,0,0,29.8,32.4,28,11.8,35.2,1.2542,103.6741
"West","Jurong Island",2021-07-26,0,0,0,0,29.7,31.9,28,12.5,40.7,1.2542,103.6741
"West","Jurong Island",2021-07-27,0,0,0,0,29.4,31.7,28,11,44.3,1.2542,103.6741
"West","Jurong Island",2021-07-28,0,0,0,0,29.6,32,28.3,12.1,40,1.2542,103.6741
"West","Jurong Island",2021-07-29,0,0,0,0,29.8,32.6,28.5,13.5,40,1.2542,103.6741
"West","Jurong Island",2021-07-30,0,0,0,0,29.8,32.3,28.4,12.6,36.3,1.2542,103.6741
"West","Jurong Island",2021-07-31,11.6,9,11.2,11.4,28.4,30.3,23,9.5,43.9,1.2542,103.6741
"West","Jurong Island",2021-08-01,12.4,12.2,12.4,12.4,26.5,29.2,24,7,29.8,1.2542,103.6741
"West","Jurong Island",2021-08-02,0,0,0,0,28.4,33.3,25.7,8.2,32.8,1.2542,103.6741
"West","Jurong Island",2021-08-03,1,1,1,1,27.9,32.9,24.5,8,29.4,1.2542,103.6741
"West","Jurong Island",2021-08-04,0,0,0,0,NA,NA,NA,NA,NA,1.2542,103.6741
"West","Jurong Island",2021-08-05,13.6,7.8,8.8,8.8,27.8,31.4,25.7,6.6,25.9,1.2542,103.6741
"West","Jurong Island",2021-08-06,0.4,0.4,0.4,0.4,29.6,31.8,27.6,10,33.9,1.2542,103.6741
"West","Jurong Island",2021-08-07,0,0,0,0,29.3,31.6,27.7,10.1,32.8,1.2542,103.6741
"West","Jurong Island",2021-08-08,25,12.4,20.2,25,27.8,31.6,23.6,9.6,41.9,1.2542,103.6741
"West","Jurong Island",2021-08-09,9,5.2,7.4,8.4,27.6,30.7,23.7,10.7,48.5,1.2542,103.6741
"West","Jurong Island",2021-08-10,0,0,0,0,29.5,32.6,27.2,10,30.2,1.2542,103.6741
"West","Jurong Island",2021-08-11,0.2,0.2,0.2,0.2,28,29.8,26.3,8.1,23.7,1.2542,103.6741
"West","Jurong Island",2021-08-12,0,0,0,0,28.8,32.9,26.2,10.8,42,1.2542,103.6741
"West","Jurong Island",2021-08-13,0,0,0,0,28.1,30.7,26.1,9.8,52.6,1.2542,103.6741
"West","Jurong Island",2021-08-14,2,0.8,1.4,1.6,28,31.4,25.7,9.5,32.8,1.2542,103.6741
"West","Jurong Island",2021-08-15,25.4,19.4,22.6,24.4,27.9,31.2,24.1,9.1,45.7,1.2542,103.6741
"West","Jurong Island",2021-08-16,1.4,1.4,2,7.6,27.7,30.6,24.6,7.8,33.5,1.2542,103.6741
"West","Jurong Island",2021-08-17,28.6,18.6,23.2,24,26.5,28.1,24.2,8.1,32,1.2542,103.6741
"West","Jurong Island",2021-08-18,0.2,0.2,0.4,0.4,26.6,28,25.2,7.6,24.8,1.2542,103.6741
"West","Jurong Island",2021-08-19,43,15.8,23.8,28,26.9,30.1,22.5,10.1,36.7,1.2542,103.6741
"West","Jurong Island",2021-08-20,6.6,1.8,2.6,3.8,26.7,28.3,24.2,8,36.7,1.2542,103.6741
"West","Jurong Island",2021-08-21,0,0,0,0,27.8,29.3,26.5,8,30.6,1.2542,103.6741
"West","Jurong Island",2021-08-22,2.2,1,1.2,1.2,27.1,31.3,24.8,9.1,39.6,1.2542,103.6741
"West","Jurong Island",2021-08-23,0,0,0,0,27.4,30.8,25,8,33.2,1.2542,103.6741
"West","Jurong Island",2021-08-24,8,1.8,3,4.4,26.6,27.9,24.8,7.7,29.1,1.2542,103.6741
"West","Jurong Island",2021-08-25,0.6,0.4,0.4,0.4,26.5,27.9,24.5,8.8,37.8,1.2542,103.6741
"West","Jurong Island",2021-08-26,0,0,0,0,27.6,31.2,26.4,9.5,42.4,1.2542,103.6741
"West","Jurong Island",2021-08-27,0,0,0,0,28.3,30.8,26.7,11.5,44.6,1.2542,103.6741
"West","Jurong Island",2021-08-28,0,0,0,0,28.8,31.5,27.2,10.6,35.9,1.2542,103.6741
"West","Jurong Island",2021-08-29,1.6,0.8,1,1.2,27.6,30.9,26.1,9.2,29.4,1.2542,103.6741
"West","Jurong Island",2021-08-30,19.6,5.4,8.6,12,26.5,28,23.7,8.1,36.7,1.2542,103.6741
"West","Jurong Island",2021-08-31,6.6,1.8,2.8,5,27.8,31.5,25.6,7.7,31.3,1.2542,103.6741
"West","Jurong Island",2021-09-01,33.6,16.2,24.4,29.4,25.9,29.3,24,7.3,37.4,1.2542,103.6741
"West","Jurong Island",2021-09-02,0,0,0,0,27.9,31,25.5,9,32.8,1.2542,103.6741
"West","Jurong Island",2021-09-03,1.4,1.2,1.4,1.4,28.4,33.6,25.8,8.5,35,1.2542,103.6741
"West","Jurong Island",2021-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2542,103.6741
"West","Jurong Island",2021-09-05,0.2,0.2,0.2,0.6,28.8,31.5,26.6,6.8,35,1.2542,103.6741
"West","Jurong Island",2021-09-06,0,0,0,0,29.2,31.1,25.8,9.2,42.8,1.2542,103.6741
"West","Jurong Island",2021-09-07,30.4,19.4,27.8,29.8,28.6,31.8,24.4,11.5,44.3,1.2542,103.6741
"West","Jurong Island",2021-09-08,0,0,0,0,28.8,32.8,25.4,8.4,28.2,1.2542,103.6741
"West","Jurong Island",2021-09-09,0,0,0,0,28.8,31.5,27,9,28.2,1.2542,103.6741
"West","Jurong Island",2021-09-10,0,0,0,0,29.6,32.2,28.1,12.2,35.9,1.2542,103.6741
"West","Jurong Island",2021-09-11,3.4,1.6,1.8,2.6,27.8,32,25.8,9.6,32,1.2542,103.6741
"West","Jurong Island",2021-09-12,35,23.4,30,35,28.2,33.2,24.8,9.9,33.9,1.2542,103.6741
"West","Jurong Island",2021-09-13,4.4,2.8,3.8,4.2,27.2,28.4,25.1,7.4,29.8,1.2542,103.6741
"West","Jurong Island",2021-09-14,0,0,0,0,28.2,30.2,27.1,7,27.4,1.2542,103.6741
"West","Jurong Island",2021-09-15,0,0,0,0,28.9,32,26.9,12.3,37.4,1.2542,103.6741
"West","Jurong Island",2021-09-16,0,0,0,0,28.6,31.8,26.9,12.8,47.8,1.2542,103.6741
"West","Jurong Island",2021-09-17,0.8,0.8,0.8,0.8,29.2,32.9,27.1,14.4,44.3,1.2542,103.6741
"West","Jurong Island",2021-09-18,0,0,0,0,28.8,31.8,27.5,11.4,46.5,1.2542,103.6741
"West","Jurong Island",2021-09-19,26,11.2,12,18.8,26.9,28,24.2,7.9,48.5,1.2542,103.6741
"West","Jurong Island",2021-09-20,0,0,0,0,28.5,31.8,25.4,9.5,33.2,1.2542,103.6741
"West","Jurong Island",2021-09-21,12,11.2,12,12,28.6,31.7,25.4,8.3,31.7,1.2542,103.6741
"West","Jurong Island",2021-09-22,15.2,10,13,14.8,28.1,31.2,23.2,10.2,39.6,1.2542,103.6741
"West","Jurong Island",2021-09-23,3.4,1.8,3,3.2,28,30.3,24.9,10.3,36.3,1.2542,103.6741
"West","Jurong Island",2021-09-24,0.2,0.2,0.2,0.2,28.8,31.3,27.3,9.2,33.2,1.2542,103.6741
"West","Jurong Island",2021-09-25,0.2,0.2,0.2,0.2,29.1,31.9,27.3,9.1,31.3,1.2542,103.6741
"West","Jurong Island",2021-09-26,4,1.4,1.4,2.8,28.1,31.6,24.8,12.1,40.7,1.2542,103.6741
"West","Jurong Island",2021-09-27,10,8,8.2,9.2,27.3,31,25.4,8.9,35.9,1.2542,103.6741
"West","Jurong Island",2021-09-28,0.2,0.2,0.2,0.2,27.9,30.7,25.5,8,25.9,1.2542,103.6741
"West","Jurong Island",2021-09-29,0,0,0,0,28.9,31.5,26.4,8.6,27.8,1.2542,103.6741
"West","Jurong Island",2021-09-30,5.6,0.8,1.2,2,26.8,28.6,25.4,9.4,42.8,1.2542,103.6741
"West","Jurong Island",2021-10-01,54.8,6,9.4,17,24.4,25.3,24.1,7.8,29.1,1.2542,103.6741
"West","Jurong Island",2021-10-02,0.2,0.2,0.2,0.2,27.8,31.7,25.9,9,33.2,1.2542,103.6741
"West","Jurong Island",2021-10-03,0,0,0,0,28.8,34.8,25.5,8,32.8,1.2542,103.6741
"West","Jurong Island",2021-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2542,103.6741
"West","Jurong Island",2021-10-05,0,0,0,0,30,33.2,27.9,9.4,26.3,1.2542,103.6741
"West","Jurong Island",2021-10-06,9.2,5.2,8.2,8.8,28.9,32.3,24.8,7.6,39.6,1.2542,103.6741
"West","Jurong Island",2021-10-07,4,1,1.8,18.6,26.6,27.8,25.3,7.4,27,1.2542,103.6741
"West","Jurong Island",2021-10-08,0,0,0,0,29,31.3,27.5,10.5,41.1,1.2542,103.6741
"West","Jurong Island",2021-10-09,42,20,34.8,41.2,27,28.8,22.4,9.3,42.4,1.2542,103.6741
"West","Jurong Island",2021-10-10,2.2,1.8,2,2,28.3,31.6,25.7,9.9,36.7,1.2542,103.6741
"West","Jurong Island",2021-10-11,4.4,1.2,2.2,3.2,26.5,29,24.5,10.4,39.3,1.2542,103.6741
"West","Jurong Island",2021-10-12,55,22.2,35,49.2,26.9,32.3,23.6,8.5,39.3,1.2542,103.6741
"West","Jurong Island",2021-10-13,0,0,0,0,29.6,32.8,28.3,9.5,33.5,1.2542,103.6741
"West","Jurong Island",2021-10-14,0,0,0,0,29.6,32.3,28.1,12.1,40.7,1.2542,103.6741
"West","Jurong Island",2021-10-15,0,0,0,0,29.6,33,25.1,10.4,44.3,1.2542,103.6741
"West","Jurong Island",2021-10-16,0,0,0,0,29.8,32.4,28.5,11.2,43.2,1.2542,103.6741
"West","Jurong Island",2021-10-17,12.2,10.2,11.2,12.2,28,32.7,24.8,8.6,32.8,1.2542,103.6741
"West","Jurong Island",2021-10-18,1.6,1.2,1.6,1.6,27.9,31,25.8,8.2,30.9,1.2542,103.6741
"West","Jurong Island",2021-10-19,0,0,0,0,28.9,31.3,27,11.1,34.3,1.2542,103.6741
"West","Jurong Island",2021-10-20,12.6,5.6,6.2,6.8,26.9,30.1,24.9,11,39.3,1.2542,103.6741
"West","Jurong Island",2021-10-21,0,0,0,0,28.2,31.6,25.5,8.9,27.8,1.2542,103.6741
"West","Jurong Island",2021-10-22,0,0,0,0,28.4,31.4,26.9,8.2,33.5,1.2542,103.6741
"West","Jurong Island",2021-10-23,1.6,1.6,1.6,1.6,28.4,31.8,26.4,7.6,27.8,1.2542,103.6741
"West","Jurong Island",2021-10-24,0.2,0.2,0.2,0.2,28.9,31.7,26.9,8.2,27.4,1.2542,103.6741
"West","Jurong Island",2021-10-25,0,0,0,0,28.8,32.1,26.4,8.6,49.6,1.2542,103.6741
"West","Jurong Island",2021-10-26,0,0,0,0,29.6,33.2,26.8,9.2,27.4,1.2542,103.6741
"West","Jurong Island",2021-10-27,13.6,10.6,11.8,13.2,29.3,33.2,24.6,9.5,35.2,1.2542,103.6741
"West","Jurong Island",2021-10-28,28.2,26.8,28.2,28.2,27.6,29.4,23.1,7.9,48.9,1.2542,103.6741
"West","Jurong Island",2021-10-29,0,0,0,0,29,31.5,27.5,12.7,40,1.2542,103.6741
"West","Jurong Island",2021-10-30,0,0,0,0,29.2,31.8,27.9,12.3,43.9,1.2542,103.6741
"West","Jurong Island",2021-10-31,4.4,2,2.6,3.4,28.3,32.2,26.1,9.1,29.1,1.2542,103.6741
"West","Jurong Island",2021-11-01,1,0.4,0.4,1,25.7,29.1,24.4,6.9,33.2,1.2542,103.6741
"West","Jurong Island",2021-11-02,2.2,2.2,2.2,2.2,27.8,32.2,25.7,8.4,33.5,1.2542,103.6741
"West","Jurong Island",2021-11-03,0.4,0.4,0.4,0.4,28.4,34.2,25.9,7.6,31.3,1.2542,103.6741
"West","Jurong Island",2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2542,103.6741
"West","Jurong Island",2021-11-05,0,0,0,0,29.9,33.2,28.5,11.5,34.6,1.2542,103.6741
"West","Jurong Island",2021-11-06,0,0,0.2,0.4,29,31.2,26.8,9.1,29.8,1.2542,103.6741
"West","Jurong Island",2021-11-07,30,26.4,28,29.6,26.6,29.9,23.8,7.1,50,1.2542,103.6741
"West","Jurong Island",2021-11-08,0,0,0,0,28.6,30.8,26.8,8.9,40.4,1.2542,103.6741
"West","Jurong Island",2021-11-09,0,0,0,0,28.8,31.6,26.7,10.4,35.9,1.2542,103.6741
"West","Jurong Island",2021-11-10,0.4,0.2,0.4,0.4,29.4,33,26.4,10.2,34.3,1.2542,103.6741
"West","Jurong Island",2021-11-11,0.6,0.2,0.4,0.4,28,31.1,25,10.6,35.2,1.2542,103.6741
"West","Jurong Island",2021-11-12,21.4,5,7.2,13.8,26.8,31.3,25.4,9.2,38.2,1.2542,103.6741
"West","Jurong Island",2021-11-13,19.4,13.4,15,16,26.7,28.3,22.9,8,37.8,1.2542,103.6741
"West","Jurong Island",2021-11-14,1.8,1.8,1.8,1.8,29.1,33.1,25.3,9.2,27.8,1.2542,103.6741
"West","Jurong Island",2021-11-15,0,0,0,0,27.9,29.8,27.2,9.2,32.8,1.2542,103.6741
"West","Jurong Island",2021-11-16,0,0,0,0,29.1,32.8,26.5,11.5,31.3,1.2542,103.6741
"West","Jurong Island",2021-11-17,0,0,0,0,29.4,32.2,27.6,10.6,29.4,1.2542,103.6741
"West","Jurong Island",2021-11-18,57.8,27.4,38.4,55,27.4,30.6,23.2,8.3,35,1.2542,103.6741
"West","Jurong Island",2021-11-19,0,0,0,0,28.7,31.4,26.4,9.4,27.8,1.2542,103.6741
"West","Jurong Island",2021-11-20,3.8,1.6,2.6,3.2,27.5,29.7,24.5,8.7,31.3,1.2542,103.6741
"West","Jurong Island",2021-11-21,0,0,0,0,29.2,33.4,26.3,9.3,31.7,1.2542,103.6741
"West","Jurong Island",2021-11-22,10.2,6.2,8.4,10,28.7,32.3,24.1,10.2,32.4,1.2542,103.6741
"West","Jurong Island",2021-11-23,5,3,3.4,3.4,27.8,30.1,25.9,8,28.2,1.2542,103.6741
"West","Jurong Island",2021-11-24,2,0.4,0.6,1,26.4,27.1,25.6,7.3,22.4,1.2542,103.6741
"West","Jurong Island",2021-11-25,0,0,0,0,28.7,32.8,25.4,8.1,27.4,1.2542,103.6741
"West","Jurong Island",2021-11-26,0,0,0,0,28.4,31.6,25.7,11.4,32,1.2542,103.6741
"West","Jurong Island",2021-11-27,0,0,0,0,28.5,32,26.3,10.6,28.5,1.2542,103.6741
"West","Jurong Island",2021-11-28,0,0,0,0,28.6,30.9,27,9.9,28.5,1.2542,103.6741
"West","Jurong Island",2021-11-29,0,0,0,0,29.4,32.6,26.2,10.9,33.2,1.2542,103.6741
"West","Jurong Island",2021-11-30,0.6,0.6,0.6,0.6,30,33.4,24.6,9.8,28.9,1.2542,103.6741
"West","Jurong Island",2021-12-01,6.6,2.2,2.4,2.6,25.5,28.9,23.9,7.8,44.6,1.2542,103.6741
"West","Jurong Island",2021-12-02,0.6,0.6,0.6,0.6,28,32.6,25.7,7.8,32.8,1.2542,103.6741
"West","Jurong Island",2021-12-03,26.4,12.8,15.2,15.4,26.7,30.5,23.5,6.5,54.1,1.2542,103.6741
"West","Jurong Island",2021-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2542,103.6741
"West","Jurong Island",2021-12-05,0.8,0.4,0.6,0.6,28.4,31.2,26.1,7.1,32.8,1.2542,103.6741
"West","Jurong Island",2021-12-06,0,0,0,0,29.9,32.9,28.5,11.1,35,1.2542,103.6741
"West","Jurong Island",2021-12-07,11.4,3,5.4,8.2,27.1,31.2,24.4,9.1,35.6,1.2542,103.6741
"West","Jurong Island",2021-12-08,1.2,1.2,1.2,1.2,28.8,30.4,26.5,10.9,37.8,1.2542,103.6741
"West","Jurong Island",2021-12-09,0,0,0,0,28.9,30.8,27.6,9.3,32,1.2542,103.6741
"West","Jurong Island",2021-12-10,0,0,0,0,29.8,32.9,28.4,9.3,32,1.2542,103.6741
"West","Jurong Island",2021-12-11,2.6,2.4,2.4,2.6,27.9,31,23.8,10.2,47.2,1.2542,103.6741
"West","Jurong Island",2021-12-12,0,0,0,0,27.3,30.2,26.1,10.8,30.2,1.2542,103.6741
"West","Jurong Island",2021-12-13,0,0,0,0,27.6,31.5,25.7,10.8,47.6,1.2542,103.6741
"West","Jurong Island",2021-12-14,0.4,0.4,0.4,0.4,28.4,32.3,26.1,12.5,39.6,1.2542,103.6741
"West","Jurong Island",2021-12-15,0,0,0,0,28.5,32,26.1,12,42,1.2542,103.6741
"West","Jurong Island",2021-12-16,1.6,1.4,1.6,1.6,28.5,31.7,26.5,10.9,32.8,1.2542,103.6741
"West","Jurong Island",2021-12-17,9,3.2,3.6,4.8,27.7,30.8,24.9,10.9,35.2,1.2542,103.6741
"West","Jurong Island",2021-12-18,11.6,11.2,11.2,11.2,28,31.2,24.9,8.9,27.4,1.2542,103.6741
"West","Jurong Island",2021-12-19,21.4,13.6,17.8,20,27.6,30.4,24.2,10.8,30.6,1.2542,103.6741
"West","Jurong Island",2021-12-20,0,0,0,0,28,31.9,25.4,9.3,35,1.2542,103.6741
"West","Jurong Island",2021-12-21,0,0,0,0,28.7,32.7,26.3,10.7,30.6,1.2542,103.6741
"West","Jurong Island",2021-12-22,0,0,0,0,28.5,30.7,27.1,10.9,35.2,1.2542,103.6741
"West","Jurong Island",2021-12-23,0.6,0.4,0.6,0.6,27.3,29.4,25.6,7.1,22.6,1.2542,103.6741
"West","Jurong Island",2021-12-24,0.4,0.2,0.2,0.4,27.5,29,25.9,8.3,34.3,1.2542,103.6741
"West","Jurong Island",2021-12-25,13.2,10.4,10.4,10.4,27.4,32.7,24.1,10,41.5,1.2542,103.6741
"West","Jurong Island",2021-12-26,5.4,5,5.2,5.4,27.6,32.4,24.7,9,37.4,1.2542,103.6741
"West","Jurong Island",2021-12-27,0,0,0,0,28.6,33.1,26,10.1,34.3,1.2542,103.6741
"West","Jurong Island",2021-12-28,0,0,0,0,28.8,33.1,26.2,10.4,34.6,1.2542,103.6741
"West","Jurong Island",2021-12-29,7.2,6,6.8,6.8,27.9,32.3,25.6,10.7,35.9,1.2542,103.6741
"West","Jurong Island",2021-12-30,1.6,0.8,1,1,27.3,30.3,25.4,8.8,27,1.2542,103.6741
"West","Jurong Island",2021-12-31,14.8,7.4,7.8,8.6,25.7,26.8,24.3,9.2,32.8,1.2542,103.6741
"West","Jurong Island",2022-01-01,30.2,21.8,27,27.8,25.8,30.3,24,7.8,37.4,1.2542,103.6741
"West","Jurong Island",2022-01-02,0,0,0,0,28.7,33.4,26.4,11.6,42.8,1.2542,103.6741
"West","Jurong Island",2022-01-03,22,17,17,17,27.2,30.2,23.9,9.2,40.4,1.2542,103.6741
"West","Jurong Island",2022-01-04,0,0,0,0,29.9,33.7,27.2,10.3,35,1.2542,103.6741
"West","Jurong Island",2022-01-05,1.4,1.4,1.4,1.4,29.2,32.5,24.7,7.8,24.4,1.2542,103.6741
"West","Jurong Island",2022-01-06,1,0.8,1,1,29.6,31.9,26,10.1,31.3,1.2542,103.6741
"West","Jurong Island",2022-01-07,0,0,0,0,28.9,31.5,27.3,8.8,31.3,1.2542,103.6741
"West","Jurong Island",2022-01-08,0,0,0,0,28.7,30.9,27.6,9.9,27.8,1.2542,103.6741
"West","Jurong Island",2022-01-09,0,0,0,0,28.8,31.9,27.6,8.6,24.8,1.2542,103.6741
"West","Jurong Island",2022-01-10,19.2,11,17.2,19,27.4,31.3,24.6,6.4,27,1.2542,103.6741
"West","Jurong Island",2022-01-11,1.2,1.2,1.2,1.2,28.3,30.4,24.4,6.6,27.8,1.2542,103.6741
"West","Jurong Island",2022-01-12,2.4,1.6,1.8,2.4,26.8,31.4,25,6.3,35,1.2542,103.6741
